Order ,Day          ,Year ,Mission  ,Shuttle    ,Duration              ,Commander      ,Pilot          ,Mission1       ,Mission2             ,Mission3          ,Mission4       ,Mission5        ,Payload1     ,Payload2       ,Payload3  ,Landing

    1 ,April 12     ,1981 ,STS-1    ,Columbia   ,2 d 6 h               ,Young          ,Crippen        ,               ,                     ,                  ,               ,                ,             ,               ,
    2 ,November 12  ,1981 ,STS-2    ,Columbia   ,2 d 6 h               ,Engle          ,Truly          ,               ,                     ,                  ,               ,                ,             ,               ,
    3 ,March 22     ,1982 ,STS-3    ,Columbia   ,8 d 0 h               ,Lousma         ,Fullerton      ,               ,                     ,                  ,               ,                ,             ,               ,
    4 ,June 27      ,1982 ,STS-4    ,Columbia   ,7 d 1 h               ,Mattingly      ,Hartsfield     ,               ,                     ,                  ,               ,                ,             ,               ,
    5 ,November 11  ,1982 ,STS-5    ,Columbia   ,5 d 2 h               ,Brand          ,Overmyer       ,J. Allen       ,Lenoir               ,                  ,               ,                ,             ,               ,
    6 ,April 4      ,1983 ,STS-6    ,Challenger ,5 d 0 h               ,Weitz          ,Bobko          ,Peterson       ,Musgrave             ,                  ,               ,                ,             ,               ,
    7 ,June 18      ,1983 ,STS-7    ,Challenger ,6 d 2 h               ,Crippen        ,Hauck          ,Fabian         ,Ride                 ,Thagard           ,               ,                ,             ,               ,
    8 ,August 30    ,1983 ,STS-8    ,Challenger ,6 d 1 h               ,Truly          ,Brandenstein   ,D. Gardner     ,Bluford              ,W. Thornton       ,               ,                ,             ,               ,
    9 ,November 28  ,1983 ,STS-9    ,Columbia   ,10 d 7 h              ,Young          ,Shaw           ,Garriott       ,Parker               ,                  ,               ,                ,Merbold      ,Lichtenberg    ,
   10 ,February 3   ,1984 ,STS-41-B ,Challenger ,7 d 23 h              ,Brand          ,Gibson         ,McCandless     ,McNair               ,Stewart           ,               ,                ,             ,               ,
   11 ,April 6      ,1984 ,STS-41-C ,Challenger ,6 d 23 h              ,Crippen        ,Scobee         ,G. Nelson      ,van Hoften           ,Hart              ,               ,                ,             ,               ,
   12 ,August 30    ,1984 ,STS-41-D ,Discovery  ,6 d 0 h               ,Hartsfield     ,Coats          ,Mullane        ,Hawley               ,Resnik            ,               ,                ,C. Walker    ,               ,
   13 ,October 5    ,1984 ,STS-41-G ,Challenger ,8 d 5 h               ,Crippen        ,McBride        ,Sullivan       ,Ride                 ,Leestma           ,               ,                ,Garneau      ,Scully-Power   ,
   14 ,November 8   ,1984 ,STS-51-A ,Discovery  ,7 d 23 h              ,Hauck          ,D. Walker      ,A. Fisher      ,D. Gardner           ,J. Allen          ,               ,                ,             ,               ,
   15 ,January 24   ,1985 ,STS-51-C ,Discovery  ,3 d 1 h               ,Mattingly      ,Shriver        ,Onizuka        ,Buchli               ,                  ,               ,                ,Payton MSE   ,               ,
   16 ,April 12     ,1985 ,STS-51-D ,Discovery  ,6 d 23 h              ,Bobko          ,D. E. Williams ,Seddon         ,Griggs               ,Hoffman           ,               ,                ,C. Walker    ,Garn           ,
   17 ,April 29     ,1985 ,STS-51-B ,Challenger ,7 d 0 h               ,Overmyer       ,Gregory        ,Lind           ,Thagard              ,W. Thornton       ,               ,                ,van den Berg ,Wang           ,
   18 ,June 17      ,1985 ,STS-51-G ,Discovery  ,7 d 1 h               ,Brandenstein   ,Creighton      ,Lucid          ,Fabian               ,Nagel             ,               ,                ,Baudry       ,Al Saud        ,
   19 ,July 29      ,1985 ,STS-51-F ,Challenger ,7 d 22 h              ,Fullerton      ,Bridges        ,Musgrave       ,England              ,Henize            ,               ,                ,Acton        ,Bartoe         ,
   20 ,August 27    ,1985 ,STS-51-I ,Discovery  ,7 d 2 h               ,Engle          ,Covey          ,van Hoften     ,Lounge               ,W. Fisher         ,               ,                ,             ,               ,
   21 ,October 3    ,1985 ,STS-51-J ,Atlantis   ,4 d 1 h               ,Bobko          ,Grabe          ,Hilmers        ,Stewart              ,                  ,               ,                ,Pailes MSE   ,               ,
